"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.295050847E1,-1.183800027E-2,2.460640073E-1,-1.927456021E0
1.295553108E1,7.703999989E-3,1.977739930E-1,-1.669311047E0
1.296055350E1,-6.308499724E-2,3.176310062E-1,-2.646881104E0
1.296557599E1,4.245299846E-2,1.960429996E-1,-2.258261919E0
1.297059849E1,-3.355500102E-1,4.020729959E-1,-3.439516068E0
1.297562099E1,-9.237600118E-2,2.795929909E-1,-3.049886942E0
1.298064362E1,-3.691529930E-1,3.918069899E-1,-4.152605057E0
1.298566622E1,-2.329320014E-1,2.504560053E-1,-3.824006081E0
1.299068864E1,-1.064559966E-1,4.397000074E-1,-4.911076069E0
1.299571112E1,-9.081900120E-2,2.662830055E-1,-4.516253948E0
1.300073370E1,1.227610037E-1,4.844790101E-1,-5.620965958E0
1.300575626E1,1.390250027E-1,2.474990040E-1,-5.301207066E0
1.301077876E1,8.528500050E-2,4.480800033E-1,-6.145945072E0
1.301580127E1,2.071129978E-1,2.000959963E-1,-5.879776001E0
1.302082385E1,-5.366799980E-2,3.230380118E-1,-6.709566116E0
1.302584641E1,1.271809936E-1,9.683500230E-2,-6.404425144E0
1.303086904E1,1.748709977E-1,1.136889979E-1,-7.018818855E0
1.303589165E1,1.676200032E-1,-1.647620052E-1,-6.897467136E0
1.304091413E1,2.733179927E-1,-1.039109975E-1,-7.024990082E0
1.304593665E1,3.678539991E-1,-3.710600138E-1,-7.000378132E0
1.305095910E1,1.481589973E-1,-3.609369993E-1,-6.898476124E0
1.305598158E1,3.848989904E-1,-6.082209945E-1,-6.924205780E0
1.306100418E1,-1.779299974E-2,-5.491290092E-1,-6.441667080E0
1.306602674E1,2.584379911E-1,-7.477669716E-1,-6.655506134E0
1.307104922E1,3.701570034E-1,-8.568770289E-1,-5.549767971E0
1.307607173E1,3.601219952E-1,-9.011080265E-1,-5.944793224E0
1.308109432E1,5.811229944E-1,-9.065759778E-1,-4.616664886E0
1.308611689E1,5.964059830E-1,-9.959499836E-1,-5.036781788E0
1.309113937E1,6.156409979E-1,-8.397309780E-1,-4.057997227E0
1.309616188E1,6.498169899E-1,-9.149609804E-1,-4.245987892E0
1.310118449E1,6.875709891E-1,-7.727079988E-1,-3.761780024E0
1.310620709E1,6.445530057E-1,-8.352410197E-1,-3.925406933E0
1.311122953E1,6.836140156E-1,-7.041800022E-1,-3.093270063E0
1.311625201E1,6.514480114E-1,-7.740880251E-1,-3.450113058E0
1.312127461E1,6.129400134E-1,-7.323150039E-1,-2.473211050E0
1.312629717E1,5.863680243E-1,-6.834170222E-1,-2.825853109E0
1.313131967E1,4.666750133E-1,-6.267279983E-1,-1.796733975E0
1.313634218E1,4.942730069E-1,-6.386899948E-1,-2.150139093E0
1.314136479E1,3.359139860E-1,-4.904789925E-1,-7.507820129E-1
1.314638736E1,3.439480066E-1,-4.671080112E-1,-1.318483949E0
1.315140986E1,9.103800356E-2,-4.399429858E-1,1.014960036E-1
1.315643237E1,1.816090047E-1,-3.053629994E-1,-3.874340057E-1
1.316145496E1,-6.245899945E-2,-3.678370118E-1,1.167762995E0
1.316647753E1,4.248999991E-3,-2.587839961E-1,5.911949873E-1
1.317150002E1,-2.448900044E-2,-3.919180036E-1,2.247914076E0
1.317652253E1,-6.784500182E-2,-2.222239971E-1,1.697489023E0
1.318154513E1,-1.416100003E-2,-2.597739995E-1,2.919676065E0
1.318656769E1,-1.422300003E-2,-2.135979980E-1,2.646311998E0
1.319159020E1,-8.913099766E-2,-9.851200134E-2,3.012487888E0
1.319661271E1,-6.211800128E-2,-8.099800348E-2,3.014549017E0
1.320163529E1,-1.256970018E-1,1.968999952E-2,3.012350082E0
1.320665785E1,-1.328739971E-1,4.664599895E-2,2.954308987E0
1.321168033E1,-1.399260014E-1,6.023599952E-2,3.152849913E0
1.321670284E1,-1.716780066E-1,9.047400206E-2,3.059056044E0
1.322172543E1,-4.947900027E-2,7.495599985E-2,3.286628962E0
1.322674799E1,-1.510310024E-1,1.417199969E-1,3.184719086E0
1.323177048E1,1.456840038E-1,-7.292599976E-2,3.546089888E0
1.323679299E1,-2.384199947E-2,8.622399718E-2,3.350270033E0
1.324181557E1,1.274500042E-2,-1.502420008E-1,4.260925770E0
1.324683813E1,4.765500128E-2,-4.013499990E-2,3.852366924E0
1.325186064E1,-1.850530058E-1,-1.935939938E-1,4.492075920E0
1.325688315E1,-1.474259943E-1,-6.970199943E-2,4.474314213E0
1.326190575E1,-3.131470084E-1,-1.333079934E-1,4.297885895E0
1.326692832E1,-2.113189995E-1,-1.354119927E-1,4.393407822E0
1.327195081E1,-3.624019921E-1,4.566700011E-2,3.897202969E0
1.327697332E1,-3.846029937E-1,2.275200002E-2,4.140512943E0
1.328199590E1,-2.019979954E-1,1.158300042E-2,3.640897036E0
1.328701847E1,-3.148179948E-1,9.415400028E-2,3.714561939E0
1.329204095E1,3.374260068E-1,-3.652830124E-1,3.465051889E0
1.329706346E1,-6.967300177E-2,-2.685000002E-2,3.483989000E0
1.330208605E1,7.881019711E-1,-1.156298041E0,4.145009041E0
1.330710861E1,5.244690180E-1,-5.531859994E-1,3.582603931E0
1.331213110E1,6.239349842E-1,-2.000153065E0,5.524578094E0
1.331715361E1,5.843539834E-1,-1.227112055E0,4.833920956E0
1.332217620E1,-2.752020061E-1,-2.651124954E0,6.700965881E0
1.332719876E1,9.356799722E-2,-2.007622957E0,6.119028091E0
1.333222126E1,-1.143422008E0,-2.716173887E0,7.314455986E0
1.333724377E1,-7.935420275E-1,-2.362013102E0,7.186454773E0
1.334226636E1,-1.435940981E0,-2.498711109E0,6.963469028E0
1.334728892E1,-1.338965058E0,-2.334096909E0,7.269643784E0
1.335231139E1,-1.102900028E0,-2.056345940E0,5.733897209E0
1.335733391E1,-1.209401965E0,-2.135838032E0,6.465031147E0
1.336235649E1,-5.054730177E-1,-1.475415945E0,4.178608894E0
1.336737906E1,-8.246489763E-1,-1.680999041E0,4.968015194E0
1.337240155E1,6.951999851E-3,-8.460490108E-1,2.360346079E0
1.337742407E1,-2.312469929E-1,-1.117146015E0,3.296411037E0
1.338244666E1,3.309519887E-1,-2.867699862E-1,8.126649857E-1
1.338746922E1,1.000040025E-1,-5.270770192E-1,1.516366959E0
1.339249172E1,5.093849897E-1,8.276700228E-2,-1.258379966E-1
1.339751423E1,3.129380047E-1,-7.660900056E-2,2.568269968E-1
1.340253684E1,6.001189947E-1,2.301879972E-1,-3.511140049E-1
1.340755940E1,4.622049928E-1,1.961819977E-1,-3.161250055E-1
1.341258188E1,5.103070140E-1,1.713030040E-1,-1.379290074E-1
1.341760439E1,4.039489925E-1,2.684859931E-1,-2.624889910E-1
1.342262697E1,2.687990069E-1,1.440420002E-1,5.663000047E-3
1.342764954E1,2.793619931E-1,1.828950047E-1,-5.043800175E-2
1.343267201E1,1.610780060E-1,2.018090039E-1,2.268400043E-2
1.343769452E1,1.166800037E-1,1.907220036E-1,4.269599915E-2
1.344271711E1,1.660650074E-1,3.019610047E-1,-2.535719872E-1
1.344773967E1,7.990700006E-2,2.777279913E-1,-4.095499963E-2
1.345276215E1,4.816599935E-2,4.550729990E-1,-7.413579822E-1
1.345778466E1,1.068890020E-1,3.444710076E-1,-5.123249888E-1
1.346280725E1,-2.321349978E-1,6.511930227E-1,-1.319566965E0
1.346782981E1,-1.042750031E-1,5.158420205E-1,-1.010851026E0
1.347285226E1,-3.140879869E-1,7.071160078E-1,-1.675519943E0
1.347787474E1,-2.421510071E-1,5.856249928E-1,-1.502768993E0
1.348289737E1,-2.441699952E-1,7.608730197E-1,-2.162235975E0
1.348791996E1,-2.401150018E-1,6.019799709E-1,-1.966524005E0
1.349294244E1,-1.639609933E-1,7.788389921E-1,-2.653036118E0
1.349796495E1,-1.336079985E-1,6.152470112E-1,-2.388115883E0
1.350298754E1,-3.686799854E-2,8.425509930E-1,-3.323585987E0
1.350801011E1,-1.242209971E-1,6.111199856E-1,-2.964935064E0
1.351303262E1,1.680870056E-1,8.792539835E-1,-4.150790215E0
1.351805513E1,2.892800048E-2,5.863569975E-1,-3.767796993E0
1.352307770E1,2.866179943E-1,9.359300137E-1,-5.005291939E0
1.352810027E1,7.547800243E-2,5.729219913E-1,-4.579604149E0
1.353312272E1,1.181410030E-1,8.335300088E-1,-5.805482864E0
1.353814520E1,2.865600027E-2,4.678640068E-1,-5.420667171E0
1.354316784E1,-2.448929995E-1,5.500969887E-1,-6.172639847E0
1.354819043E1,-2.666859925E-1,2.432209998E-1,-6.018931866E0
1.355321293E1,-5.692629814E-1,1.106399968E-1,-5.980316162E0
1.355823545E1,-5.446829796E-1,-6.541199982E-2,-6.063801765E0
1.356325803E1,-7.958179712E-1,-2.198230028E-1,-5.644089222E0
1.356828060E1,-6.639710069E-1,-3.771800101E-1,-5.812751770E0
1.357330310E1,-8.515220284E-1,-5.517659783E-1,-5.135639191E0
1.357832561E1,-7.754089832E-1,-6.229519844E-1,-5.325809956E0
1.358334806E1,-7.879379988E-1,-7.989469767E-1,-4.618387222E0
1.358837053E1,-7.200210094E-1,-7.871140242E-1,-4.878518105E0
1.359339312E1,-5.643330216E-1,-8.907650113E-1,-4.160521030E0
1.359841567E1,-5.752140284E-1,-9.144099951E-1,-4.388757229E0
1.360343818E1,-6.036580205E-1,-8.137949705E-1,-3.670511961E0
1.360846069E1,-4.458189905E-1,-8.440229893E-1,-3.894320011E0
1.361348328E1,-8.546209931E-1,-8.642179966E-1,-3.228147984E0
1.361850584E1,-6.221190095E-1,-8.457310200E-1,-3.447874069E0
1.362352847E1,-8.521029949E-1,-9.561690092E-1,-2.518261909E0
1.362855108E1,-8.240240216E-1,-8.265420198E-1,-2.951826096E0
1.363357352E1,-5.891870260E-1,-1.117524981E0,-1.411211967E0
1.363859600E1,-6.839380264E-1,-8.917899728E-1,-2.060494900E0
1.364361849E1,-3.394269943E-1,-1.520864010E0,1.013149992E-1
1.364864099E1,-4.459820092E-1,-1.080440044E0,-7.037690282E-1
1.365366358E1,-3.584519923E-1,-1.704120994E0,1.386621952E0
1.365868615E1,-3.947019875E-1,-1.364866972E0,7.469050288E-1
1.366370863E1,-1.117919981E-1,-1.696463943E0,2.021303892E0
1.366873114E1,-2.993040085E-1,-1.494410992E0,1.770913005E0
1.367375373E1,-3.956500068E-2,-1.441426992E0,2.078915119E0
1.367877629E1,-6.983400136E-2,-1.380740047E0,2.071187019E0
1.368379877E1,-1.603999920E-2,-1.142532945E0,1.734395981E0
1.368882128E1,-8.069200069E-2,-1.165760994E0,1.931221962E0
1.369384387E1,3.637999892E-1,-9.003049731E-1,1.797498941E0
1.369886643E1,7.934100181E-2,-9.288049936E-1,1.702587008E0
1.370388892E1,6.423329711E-1,-7.145980000E-1,2.073261023E0
1.370891144E1,4.705060124E-1,-6.681540012E-1,1.872190952E0
1.371393401E1,4.298169911E-1,-5.731549859E-1,2.549206018E0
1.371895658E1,5.404090285E-1,-5.347179770E-1,2.311288118E0
1.372397907E1,-6.923100352E-2,-4.939830005E-1,3.268661976E0
1.372900158E1,1.831779927E-1,-4.242030084E-1,2.930161953E0
1.373402416E1,-3.896979988E-1,-3.806329966E-1,4.005704880E0
1.373904672E1,-2.041060030E-1,-3.452750146E-1,3.599402905E0
1.374406923E1,-1.662150025E-1,-2.944349945E-1,5.018704891E0
1.374909174E1,-2.734749913E-1,-2.150029987E-1,4.530176163E0
1.375411432E1,3.241930008E-1,-4.552829862E-1,5.576511860E0
1.375913688E1,1.431249976E-1,-3.249770105E-1,5.393857956E0
1.376415936E1,4.845300019E-1,-2.420440018E-1,5.273266792E0
1.376918187E1,4.812499881E-1,-3.677490056E-1,5.524837971E0
1.377420448E1,4.858529866E-1,5.747999996E-3,4.229887009E0
1.377922705E1,3.923389912E-1,-1.516759992E-1,4.791118145E0
1.378424952E1,7.071440220E-1,1.308439970E-1,3.003436089E0
1.378927203E1,5.529620051E-1,-1.048999955E-3,3.592657089E0
1.379429448E1,6.255419850E-1,2.141910046E-1,2.162945032E0
1.379931695E1,5.885900259E-1,1.487029940E-1,2.501279116E0
1.380433959E1,4.234170020E-1,2.294100076E-2,1.912544966E0
1.380936218E1,4.343830049E-1,1.305360049E-1,1.952487946E0
1.381438477E1,3.807640076E-1,-5.131999850E-1,2.693595886E0
1.381940735E1,3.571709991E-1,-1.383190006E-1,2.183103085E0
1.382442980E1,1.909999992E-3,-9.116719961E-1,3.873079062E0
1.382945228E1,2.785570025E-1,-5.295270085E-1,3.240925074E0
1.383447491E1,-2.373670042E-1,-1.188027024E0,4.877963066E0
1.383949751E1,-4.348900169E-2,-8.516799808E-1,4.486334801E0
1.384451996E1,-3.262130022E-1,-1.170559049E0,5.092009068E0
1.384954244E1,-1.303720027E-1,-1.029153943E0,5.075826168E0
1.385456495E1,-2.199939936E-1,-9.192150235E-1,4.588730812E0
1.385958744E1,-2.004159987E-1,-9.223120213E-1,4.985011101E0
1.386461003E1,4.789099842E-2,-5.576289892E-1,3.247850895E0
1.386963259E1,-1.763599925E-2,-7.058740258E-1,3.935511112E0
1.387465513E1,2.305440009E-1,-2.622439861E-1,1.884134054E0
1.387967764E1,2.029079944E-1,-4.099319875E-1,2.566091061E0
1.388470022E1,4.480899870E-1,-3.153499961E-2,7.200090289E-1
1.388972279E1,3.017399907E-1,-1.884489954E-1,1.305927038E0
1.389474529E1,4.861159921E-1,1.935549974E-1,-4.085269868E-1
1.389976781E1,3.812969923E-1,6.621199846E-2,1.295389980E-1
1.390479039E1,5.562499762E-1,3.004139960E-1,-1.500959992E0
1.390981296E1,4.112620056E-1,1.816260070E-1,-9.472180009E-1
1.391483544E1,5.610949993E-1,3.633899987E-1,-2.380353928E0
1.391985795E1,4.360629916E-1,3.302730024E-1,-1.973384023E0
1.392488054E1,2.024250031E-1,3.342959881E-1,-2.792491913E0
1.392990311E1,3.345710039E-1,3.203119934E-1,-2.661534071E0
1.393492557E1,-1.036259979E-1,2.329050004E-1,-2.632433891E0
1.393994808E1,3.706299886E-2,3.465059996E-1,-2.797331095E0
1.394497067E1,-2.284819931E-1,-5.714000203E-3,-1.800555944E0
1.394999324E1,-1.256619990E-1,2.204059958E-1,-2.305073977E0
1.395501572E1,-5.219489932E-1,-1.476950049E-1,-1.021500945E0
1.396003824E1,-2.187760025E-1,-2.204000019E-3,-1.313444018E0
1.396506080E1,-6.181610227E-1,8.124999702E-3,-9.727510214E-1
1.397008337E1,-4.645319879E-1,-2.436600067E-2,-9.088969827E-1
1.397510585E1,-3.197059929E-1,2.624990046E-1,-1.632094026E0
1.398012836E1,-3.519220054E-1,1.448830068E-1,-1.215067983E0
1.398515098E1,9.249400347E-2,5.162850022E-1,-2.578958035E0
1.399017354E1,-5.557000171E-3,3.036760092E-1,-2.068480015E0
1.399519606E1,2.461040020E-1,7.261639833E-1,-3.598994017E0
1.400021857E1,2.403649986E-1,5.041990280E-1,-3.123929024E0
1.400524115E1,1.137669981E-1,8.996989727E-1,-4.200713158E0
1.401026372E1,1.893189996E-1,5.289300084E-1,-3.902651072E0
1.401528619E1,-1.504100021E-2,9.171980023E-1,-5.076420784E0
1.402030870E1,9.555800259E-2,6.260520220E-1,-4.650531769E0
1.402533130E1,-3.000300005E-2,8.289600015E-1,-5.711129189E0
1.403035387E1,1.726100035E-2,5.153589845E-1,-5.457910061E0
1.403537631E1,2.135999966E-3,6.044909954E-1,-5.786696911E0
1.404039879E1,7.117699832E-2,3.687410057E-1,-5.805805206E0
1.404542141E1,3.659800068E-2,2.764520049E-1,-5.528466225E0
1.405044400E1,1.038139984E-1,7.219000161E-2,-5.663136005E0
1.405546642E1,-9.721999988E-3,1.051959991E-1,-4.978250980E0
1.406048890E1,1.332219988E-1,-7.413599640E-2,-5.211288929E0
1.406551138E1,-7.957500219E-2,-5.280900002E-2,-4.458059788E0
1.407053388E1,7.481499761E-2,-2.315150052E-1,-4.707271099E0
1.407555647E1,1.369700022E-2,-9.633699805E-2,-3.774830103E0
1.408057903E1,3.652000055E-2,-2.513279915E-1,-4.082897186E0
1.408560151E1,1.683509946E-1,-1.309649944E-1,-3.217268944E0
1.409062402E1,1.778540015E-1,-2.879849970E-1,-3.434088945E0
1.409564661E1,3.395630121E-1,-1.610479951E-1,-2.787441969E0
1.410066917E1,2.256110013E-1,-2.358780056E-1,-2.975863934E0
1.410569166E1,5.976880193E-1,-1.896110028E-1,-2.164422989E0
1.411071418E1,4.190149903E-1,-3.208169937E-1,-2.480490923E0
1.411573675E1,6.998389959E-1,-1.849630028E-1,-1.646638036E0
1.412075931E1,5.814669728E-1,-2.343389988E-1,-1.920470953E0
1.412578181E1,5.642510056E-1,-2.692700028E-1,-1.144356966E0
1.413080432E1,5.202310085E-1,-2.885529995E-1,-1.385812998E0
1.413582691E1,3.187330067E-1,-3.401910067E-1,-6.854010224E-1
1.414084948E1,3.466989994E-1,-3.032949865E-1,-8.983709812E-1
1.414587196E1,1.127329990E-1,-5.035430193E-1,7.270999998E-2
1.415089447E1,1.670999974E-1,-3.413369954E-1,-3.568589985E-1
1.415591706E1,6.133100018E-2,-6.997190118E-1,1.135501027E0
1.416093962E1,1.348969936E-1,-5.234360099E-1,6.233000159E-1
1.416596212E1,-1.634840071E-1,-6.971099973E-1,1.876070976E0
1.417098463E1,-1.776099950E-2,-5.817329884E-1,1.514780998E0
1.417600722E1,-3.282420039E-1,-5.648339987E-1,2.071700096E0
1.418102979E1,-1.716559976E-1,-5.230039954E-1,1.993677974E0
1.418605229E1,-3.660759926E-1,-4.408769906E-1,2.146677971E0
1.419107481E1,-2.374619991E-1,-4.238770008E-1,2.105918884E0
1.419609738E1,-4.721580148E-1,-3.076519966E-1,2.319125891E0
1.420111995E1,-3.315570056E-1,-3.191030025E-1,2.247606993E0
1.420614239E1,-4.749070108E-1,-2.440010011E-1,2.434185982E0
1.421116487E1,-4.153490067E-1,-2.625690103E-1,2.373202085E0
1.421618753E1,-2.446559966E-1,-2.601729929E-1,2.658881903E0
1.422121012E1,-3.510150015E-1,-2.066890001E-1,2.516606092E0
1.422623257E1,-9.468399733E-2,-1.950100064E-1,2.725298882E0
1.423125506E1,-1.319530010E-1,-2.416490018E-1,2.764358997E0
1.423627767E1,-2.941949964E-1,-9.268099815E-2,2.412825108E0
1.424130026E1,-1.570519954E-1,-1.320250034E-1,2.569982052E0
1.424632274E1,-6.456969976E-1,1.558929980E-1,2.069417953E0
1.425134526E1,-4.659020007E-1,-1.020800043E-2,2.280544996E0
1.425636774E1,-5.670769811E-1,1.909379959E-1,1.678563952E0
1.426139021E1,-5.475029945E-1,1.045560017E-1,1.849606991E0
1.426641281E1,-5.068969727E-1,4.901269972E-1,1.549005032E0
1.427143537E1,-4.959129989E-1,2.835789919E-1,1.609946012E0
1.427645788E1,-3.573029935E-1,3.705880046E-1,1.541993022E0
1.428148039E1,-4.054090083E-1,4.394200146E-1,1.597007036E0
1.428650298E1,-9.950300306E-2,3.743499890E-2,1.461719036E0
1.429152554E1,-2.989949882E-1,1.997299939E-1,1.443330050E0
1.429654804E1,2.754879892E-1,-5.876579881E-1,1.579180002E0
1.430157055E1,-4.084999859E-2,-1.067909971E-1,1.430832982E0
1.430659314E1,7.651389837E-1,-1.607797027E0,2.608077049E0
1.431161570E1,3.018760085E-1,-7.937189937E-1,1.861549020E0
1.431663819E1,5.999749899E-1,-2.405622959E0,3.963769913E0
1.432166071E1,5.644189715E-1,-1.586413980E0,3.270584106E0
1.432668326E1,-3.837330043E-1,-2.734994888E0,5.247983932E0
1.433170583E1,-7.213599980E-2,-2.131380081E0,4.498024940E0
1.433672831E1,-9.535710216E-1,-2.673012972E0,6.112693787E0
1.434175082E1,-7.589160204E-1,-2.276289940E0,5.778210163E0
1.434677341E1,-1.185477018E0,-2.546722889E0,6.248611927E0
1.435179598E1,-1.039417028E0,-2.235999107E0,6.232793808E0
1.435681846E1,-1.197890997E0,-2.052186966E0,5.778618813E0
1.436184097E1,-1.159929037E0,-2.060956955E0,6.145007133E0
1.436686355E1,-8.689669967E-1,-1.441151977E0,4.701725006E0
1.437188611E1,-1.000023007E0,-1.571550012E0,5.289422989E0
1.437690855E1,-4.246470034E-1,-8.960210085E-1,3.193037987E0
1.438193103E1,-6.803740263E-1,-1.073515058E0,4.014356136E0
1.438695369E1,1.957069933E-1,-4.057010114E-1,1.661422014E0
1.439197628E1,-2.453580052E-1,-5.825909972E-1,2.369179964E0
1.439699876E1,1.113031983E0,-1.329479963E-1,7.039409876E-1
1.440202127E1,4.128980041E-1,-1.877080053E-1,1.125511050E0
1.440704386E1,1.641500950E0,9.658499807E-2,1.709149927E-1
1.441206642E1,1.214166045E0,-9.657000192E-3,3.923920095E-1
1.441708888E1,1.004470944E0,3.243879974E-1,-1.941220015E-1
1.442211136E1,1.107638001E0,2.528139949E-1,4.279400036E-2
1.442713401E1,1.611019969E-1,3.098610044E-1,-6.607959867E-1
1.443215660E1,3.602179885E-1,3.547849953E-1,-4.479529858E-1
1.443717905E1,-2.754249871E-1,4.061140120E-1,-6.772130132E-1
1.444220154E1,-1.060639992E-1,3.838280141E-1,-7.238299847E-1
1.444722404E1,-4.240289927E-1,3.360280097E-1,-5.374339819E-1
1.445224653E1,-3.535090089E-1,4.130080044E-1,-6.070939898E-1
1.445726912E1,-5.714349747E-1,3.201940060E-1,-3.448779881E-1
1.446229168E1,-3.990690112E-1,3.155130148E-1,-4.620690048E-1
1.446731415E1,-7.102389932E-1,3.907870054E-1,-3.898119926E-1
1.447233667E1,-4.945270121E-1,3.658699989E-1,-3.179050088E-1
1.447735926E1,-7.555819750E-1,4.636110067E-1,-8.657699823E-1
1.448238183E1,-6.056129932E-1,3.366709948E-1,-5.799369812E-1
1.448740433E1,-4.899730086E-1,5.987070203E-1,-1.715268970E0
1.449242684E1,-5.351300240E-1,4.412640035E-1,-1.253221989E0
1.449744942E1,-1.621129960E-1,7.786740065E-1,-2.722242117E0
1.450247198E1,-2.564300001E-1,5.090680122E-1,-2.249260902E0
1.450749448E1,2.205549926E-1,8.585000038E-1,-3.636471987E0
1.451251699E1,-2.452200092E-2,6.352900267E-1,-3.208108902E0
1.451753945E1,4.407069981E-1,8.939800262E-1,-4.122786045E0
1.452256192E1,2.911190093E-1,5.564879775E-1,-3.947192907E0
1.452758450E1,7.204700261E-2,8.743249774E-1,-4.261513233E0
1.453260706E1,1.339240074E-1,6.455119848E-1,-4.201455116E0
1.453762956E1,-2.393699996E-2,6.650329828E-1,-4.684052944E0
1.454265207E1,-9.084500372E-2,4.508810043E-1,-4.457897186E0
1.454767472E1,-2.378049940E-1,5.593659878E-1,-4.618517876E0
1.455269731E1,-2.453660071E-1,3.186799884E-1,-4.693064213E0
1.455771987E1,-2.598749995E-1,2.977269888E-1,-4.340993881E0
1.456274245E1,-3.036710024E-1,1.666740030E-1,-4.459912777E0
1.456776493E1,-2.619610131E-1,1.112940013E-1,-3.946860075E0
1.457278744E1,-3.040100038E-1,-1.519000041E-3,-4.164772987E0
1.457780990E1,-2.603670061E-1,-7.199200243E-2,-3.444586039E0
1.458283237E1,-2.155369967E-1,-1.727209985E-1,-3.672318935E0
1.458785495E1,-6.283429861E-1,-1.241779998E-1,-2.899228096E0
1.459287750E1,-3.889659941E-1,-1.921239942E-1,-3.162252903E0
1.459790000E1,-7.592899799E-1,-2.216999978E-1,-2.494215965E0
1.460292251E1,-6.034880280E-1,-2.507430017E-1,-2.679960966E0
1.460794507E1,-6.409959793E-1,-1.457040012E-1,-2.011621952E0
1.461296764E1,-6.063960195E-1,-2.426490039E-1,-2.218710899E0
1.461799012E1,-3.333039880E-1,-1.158709973E-1,-1.702574968E0
1.462301263E1,-3.984420002E-1,-2.364699990E-1,-1.844717026E0
1.462803521E1,-2.122099996E-1,2.866500057E-2,-1.372534037E0
1.463305778E1,-2.254769951E-1,-1.290850043E-1,-1.485206962E0
1.463808028E1,-1.273149997E-1,-5.195999984E-3,-1.235427976E0
1.464310279E1,-1.873860061E-1,-8.869899809E-2,-1.270912051E0
1.464812536E1,-6.207500026E-2,-7.367199659E-2,-9.387779832E-1
1.465314792E1,-1.261080056E-1,-1.195079982E-1,-1.143496990E0
1.465817041E1,3.177709877E-1,-4.863879979E-1,-1.245899964E-2
1.466319292E1,3.765299916E-2,-2.592400014E-1,-4.987080097E-1
1.466821552E1,7.043380141E-1,-8.249340057E-1,8.679710031E-1
1.467323809E1,3.870440125E-1,-6.319440007E-1,4.656170011E-1
1.467826052E1,7.539119720E-1,-1.039981961E0,1.393190026E0
1.468328300E1,5.992460251E-1,-8.602229953E-1,1.109128952E0
1.468830550E1,5.879150033E-1,-1.074789047E0,1.429201007E0
1.469332800E1,5.808839798E-1,-9.893429875E-1,1.454460979E0
1.469835060E1,3.107810020E-1,-1.033892035E0,1.270303965E0
1.470337316E1,4.253549874E-1,-9.943249822E-1,1.345170975E0
1.470839564E1,2.352129966E-1,-8.718720078E-1,1.162073016E0
1.471341815E1,2.551670074E-1,-8.645439744E-1,1.199221015E0
1.471844072E1,3.165169954E-1,-8.042050004E-1,1.020409942E0
1.472346329E1,2.703309953E-1,-7.555239797E-1,1.072088003E0
1.472848578E1,3.899250031E-1,-8.171740174E-1,1.030014992E0
1.473350829E1,3.939889967E-1,-7.627850175E-1,9.803789854E-1
1.473853090E1,3.423109949E-1,-6.970829964E-1,1.268700004E0
1.474355346E1,3.915440142E-1,-6.637250185E-1,1.150002956E0
1.474857595E1,2.926479876E-1,-6.769559979E-1,1.458330035E0
1.475359846E1,3.187380135E-1,-5.704069734E-1,1.385341048E0
1.475862104E1,4.788959920E-1,-6.594920158E-1,1.352210045E0
1.476364361E1,3.502460122E-1,-6.035799980E-1,1.415474057E0
1.476866612E1,7.284070253E-1,-5.609890223E-1,1.433382034E0
1.477368863E1,5.866630077E-1,-5.292189717E-1,1.363384008E0
1.477871122E1,5.630699992E-1,-4.575310051E-1,9.942610264E-1
1.478373378E1,6.402379870E-1,-4.716140032E-1,1.339889050E0
1.478875623E1,5.519900098E-2,-3.691799939E-1,2.324060053E-1
1.479377871E1,2.483170033E-1,-3.464159966E-1,5.948699713E-1
1.479880121E1,-2.488449961E-1,-4.193490148E-1,1.535120010E-1
1.480382371E1,-9.691999853E-2,-2.946749926E-1,1.409469992E-1
1.480884637E1,-6.473739743E-1,-4.862110019E-1,4.338220060E-1
1.481386897E1,-3.959960043E-1,-2.728219926E-1,1.771679968E-1
1.481889155E1,-7.303749919E-1,-7.109969854E-1,1.577782035E0
1.482391413E1,-6.459739804E-1,-3.494609892E-1,8.771539927E-1
1.482893662E1,-6.054850221E-1,-9.894409776E-1,3.088407040E0
1.483395913E1,-5.464270115E-1,-4.953269958E-1,2.229027987E0
1.483898173E1,-5.181990266E-1,-1.223785996E0,4.997818947E0
1.484400429E1,-4.212839901E-1,-7.834150195E-1,4.083041191E0
1.484902675E1,-4.334160089E-1,-1.267519951E0,6.640522957E0
1.485404923E1,-3.451339900E-1,-9.222739935E-1,5.875548840E0
1.485907173E1,-2.717039883E-1,-1.075690985E0,7.503477097E0
1.486409423E1,-2.188670039E-1,-9.775890112E-1,7.206966877E0
1.486911682E1,-1.575179994E-1,-7.394670248E-1,7.177948952E0
1.487413938E1,-1.365929991E-1,-7.975680232E-1,7.474689007E0
1.487916188E1,-1.491699964E-1,-1.700769961E-1,5.940774918E0
1.488418439E1,-1.183060035E-1,-4.506370127E-1,6.653329849E0
1.488920698E1,2.616919875E-1,3.362829983E-1,4.119338036E0
1.489422955E1,-5.664300174E-2,5.900400132E-2,5.074750900E0
1.489925204E1,8.405650258E-1,5.932790041E-1,2.530646086E0
1.490427455E1,4.738749862E-1,3.392249942E-1,3.232199907E0
1.490929716E1,1.162173033E0,8.392000198E-1,1.229691029E0
