"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.017545667E1,-2.855570018E-1,-1.274114013E0,5.114679933E-1
9.018047912E1,-4.540129900E-1,-1.442077041E0,2.641204119E0
9.018550152E1,-4.163160026E-1,-1.147670984E0,2.020709038E0
9.019052381E1,-2.520770133E-1,-1.114362955E0,3.396969080E0
9.019554614E1,-3.518539965E-1,-1.019405961E0,3.048903942E0
9.020056846E1,1.293369979E-1,-7.178260088E-1,3.774868965E0
9.020559077E1,-9.654399753E-2,-6.993550062E-1,3.600079060E0
9.021061312E1,3.893209994E-1,-3.689439893E-1,3.777307034E0
9.021563546E1,1.821949929E-1,-3.788500130E-1,3.771446943E0
9.022065776E1,6.463469863E-1,-1.357199997E-1,3.683193922E0
9.022568007E1,4.506550133E-1,-1.262850016E-1,3.724746943E0
9.023070238E1,4.029420018E-1,1.497759968E-1,3.573466063E0
9.023572469E1,5.203729868E-1,9.148400277E-2,3.656162024E0
9.024074713E1,3.502900153E-2,3.698520064E-1,3.554259062E0
9.024576953E1,1.592449993E-1,2.901450098E-1,3.514535904E0
9.025079182E1,-1.533460021E-1,4.458140135E-1,3.709141970E0
9.025581415E1,-4.983099923E-2,4.875510037E-1,3.598685980E0
9.026083650E1,-2.374379933E-1,5.696370006E-1,3.802011967E0
9.026585884E1,-1.111790016E-1,4.961169958E-1,3.716222048E0
9.027088114E1,-2.349160016E-1,6.907870173E-1,3.936120033E0
9.027590345E1,-2.406589985E-1,7.079820037E-1,3.857222080E0
9.028092576E1,8.358299732E-2,6.062499881E-1,4.383751869E0
9.028594807E1,-1.754599996E-2,6.892679930E-1,4.139842033E0
9.029097038E1,4.415920079E-1,3.437000141E-2,5.358778954E0
9.029599268E1,1.691379994E-1,5.536329746E-1,4.762134075E0
9.030101513E1,3.874709904E-1,-8.052700162E-1,7.191298962E0
9.030603753E1,3.819029927E-1,-1.967509985E-1,6.217055798E0
9.031105984E1,-4.660390019E-1,-1.471956015E0,8.915700912E0
9.031608216E1,-7.786899805E-2,-8.442659974E-1,8.093049049E0
9.032110451E1,-1.218165994E0,-1.958153009E0,1.019773293E1
9.032612685E1,-9.007779956E-1,-1.469609976E0,9.574229240E0
9.033114914E1,-1.447410941E0,-2.103946924E0,1.127093887E1
9.033617145E1,-1.361343026E0,-1.805390000E0,1.086217594E1
9.034119390E1,-1.141489983E0,-1.996701956E0,1.088051319E1
9.034621630E1,-1.288673997E0,-1.956487060E0,1.129274654E1
9.035123860E1,-6.769549847E-1,-1.373167038E0,8.937525749E0
9.035626092E1,-8.716239929E-1,-1.712568045E0,1.007691288E1
9.036128323E1,-2.234710008E-1,-8.700450063E-1,6.408030033E0
9.036630554E1,-4.560459852E-1,-1.155774951E0,7.594032764E0
9.037132789E1,4.518200085E-2,-5.071840286E-1,4.439918995E0
9.037635023E1,-1.081079990E-1,-7.704340219E-1,5.354475021E0
9.038137253E1,1.361960024E-1,-4.184119999E-1,3.330409050E0
9.038639484E1,2.604899928E-2,-5.190259814E-1,3.750705957E0
9.039141714E1,1.056820005E-1,-3.374490142E-1,2.591825008E0
9.039643945E1,4.539199919E-2,-4.353199899E-1,2.963062048E0
9.040146189E1,5.138999969E-2,-3.739689887E-1,1.762032986E0
9.040648429E1,2.703100070E-2,-3.976770043E-1,2.182459116E0
9.041150660E1,-1.029639989E-1,-2.969410121E-1,9.893779755E-1
9.041652893E1,-4.739300162E-2,-3.641600013E-1,1.338315964E0
9.042155123E1,-2.363169938E-1,-2.454839945E-1,2.103050053E-1
9.042657354E1,-1.676129997E-1,-2.680729926E-1,6.072850227E-1
9.043159589E1,-3.253889978E-1,-1.114099994E-1,-3.723410070E-1
9.043661823E1,-2.133630067E-1,-2.095939964E-1,-1.288010031E-1
9.044164053E1,-3.434939981E-1,-1.179130003E-1,-8.233529925E-1
9.044666285E1,-2.734780014E-1,-9.575799853E-2,-6.248930097E-1
9.045168515E1,-4.658499956E-1,2.159699984E-2,-1.360244036E0
9.045670746E1,-2.442020029E-1,-1.309130043E-1,-1.044397950E0
9.046172990E1,-3.148640096E-1,-2.572499961E-2,-1.903787017E0
9.046675231E1,-3.160420060E-1,-6.349900365E-2,-1.608991027E0
9.047177460E1,-1.517349929E-1,6.483999640E-2,-2.590136051E0
9.047679692E1,-1.641560048E-1,-5.510399863E-2,-2.305169106E0
9.048181927E1,2.271669954E-1,9.588000178E-2,-3.336658001E0
9.048684162E1,8.427300304E-2,-3.094499931E-2,-2.885543108E0
9.049186392E1,3.772419989E-1,1.930090040E-1,-4.351282120E0
9.049688624E1,2.681629956E-1,-2.474400029E-2,-3.811840057E0
9.050190854E1,4.628309906E-1,2.265460044E-1,-5.229772091E0
9.050693085E1,3.276050091E-1,-9.104000404E-3,-4.827740192E0
9.051195328E1,4.041880071E-1,2.377479970E-1,-6.129111767E0
9.051697569E1,3.487220109E-1,-1.664300077E-2,-5.661942959E0
9.052199798E1,2.924590111E-1,1.836459935E-1,-7.030385017E0
9.052702031E1,2.511579990E-1,-1.977329999E-1,-6.526443958E0
9.053204259E1,3.246700019E-2,-4.637200013E-2,-7.894886971E0
9.053706490E1,7.145000156E-3,-5.042219758E-1,-7.468746185E0
9.054208725E1,1.793899946E-2,-5.989320278E-1,-7.995370865E0
9.054710959E1,-8.474099636E-2,-9.686449766E-1,-7.920746803E0
9.055213190E1,-8.282899857E-2,-1.216344953E0,-7.737695217E0
9.055715421E1,-1.223260015E-1,-1.522429943E0,-7.720454216E0
9.056217652E1,-2.607359886E-1,-1.614109039E0,-7.542694092E0
9.056719882E1,-2.468950003E-1,-1.937633991E0,-7.531241894E0
9.057222126E1,-1.853370070E-1,-2.072904110E0,-7.056709766E0
9.057724366E1,-3.090389967E-1,-2.171739101E0,-7.235693932E0
9.058226596E1,-5.629400164E-2,-2.492662907E0,-6.041893005E0
9.058728829E1,-2.035560012E-1,-2.378325939E0,-6.556200981E0
9.059231059E1,-4.135819972E-1,-2.615406990E0,-4.937901020E0
9.059733290E1,-2.685140073E-1,-2.412659883E0,-5.556015968E0
9.060235527E1,-9.124130011E-1,-2.632945061E0,-3.800323963E0
9.060737761E1,-5.889539719E-1,-2.338078976E0,-4.472017765E0
9.061239991E1,-1.018718958E0,-2.616353989E0,-2.523694992E0
9.061742222E1,-8.512690067E-1,-2.282629967E0,-3.310201883E0
9.062244466E1,-9.412429929E-1,-2.377851009E0,-1.800575018E0
9.062746707E1,-8.539130092E-1,-2.140528917E0,-2.191199064E0
9.063248937E1,-7.898740172E-1,-1.871588945E0,-2.181602955E0
9.063751169E1,-7.709090114E-1,-1.915882945E0,-1.875923991E0
9.064253399E1,-3.748120070E-1,-1.417135000E0,-3.180455923E0
9.064755631E1,-6.060320139E-1,-1.479864955E0,-2.746547937E0
9.065257866E1,1.722760051E-1,-1.174818039E0,-3.563755035E0
9.065760100E1,-1.168690026E-1,-1.220396996E0,-3.462615013E0
9.066262330E1,4.302990139E-1,-1.129281044E0,-3.322118998E0
9.066764561E1,1.526840031E-1,-1.109192014E0,-3.514750957E0
9.067266804E1,5.617219806E-1,-1.011579990E0,-3.064582109E0
9.067769044E1,3.448140025E-1,-9.811249971E-1,-3.240580082E0
9.068271273E1,5.160620213E-1,-9.294850230E-1,-2.701929092E0
9.068773506E1,4.477620125E-1,-8.435419798E-1,-2.897406101E0
9.069275741E1,1.958999932E-1,-8.779829741E-1,-2.242122889E0
9.069777975E1,2.359769940E-1,-7.607349753E-1,-2.470184088E0
9.070280205E1,-1.257790029E-1,-9.350010157E-1,-1.231163979E0
9.070782437E1,9.837999940E-3,-6.522719860E-1,-1.944468975E0
9.071284669E1,-3.369889855E-1,-1.108791947E0,5.572410226E-1
9.071786900E1,-1.796260029E-1,-7.300369740E-1,-3.804750144E-1
9.072289144E1,-6.290569901E-1,-1.061056972E0,2.053901911E0
9.072791384E1,-3.674899936E-1,-8.189309835E-1,1.317082047E0
9.073293613E1,-9.360139966E-1,-9.407749772E-1,3.263609886E0
9.073795845E1,-7.192029953E-1,-6.967880130E-1,2.636356115E0
9.074298076E1,-1.080266953E0,-7.106810212E-1,4.357979774E0
9.074800307E1,-9.013590217E-1,-6.028339863E-1,3.772993088E0
9.075302542E1,-5.744349957E-1,-4.229109883E-1,4.941023827E0
9.075804776E1,-8.551449776E-1,-3.856660128E-1,4.766043186E0
9.076307007E1,4.294529855E-1,-1.236239970E-1,4.823681831E0
9.076809239E1,-1.023880020E-1,-1.869799942E-1,4.942317009E0
9.077311469E1,1.064653039E0,1.514099985E-1,4.425790787E0
9.077813700E1,6.712149978E-1,7.901199907E-2,4.636106014E0
9.078315944E1,1.258903027E0,3.718009889E-1,3.955363989E0
9.078818185E1,9.778050184E-1,2.993170023E-1,4.209130764E0
9.079320414E1,1.412932038E0,2.805989981E-1,3.758404970E0
9.079822647E1,1.181401014E0,4.076589942E-1,3.813452005E0
9.080324877E1,9.088230133E-1,2.117020041E-1,4.176455021E0
9.080827108E1,1.119109988E0,3.815140128E-1,3.953773975E0
9.081329344E1,5.369599909E-2,-3.825570047E-1,5.643120766E0
9.081831577E1,4.191130102E-1,1.207650006E-1,4.699596882E0
9.082333807E1,-7.603200078E-1,-9.284790158E-1,7.737415791E0
9.082836039E1,-3.161230087E-1,-3.581599891E-1,6.626403809E0
9.083338270E1,-1.136049032E0,-1.314641953E0,9.855760574E0
9.083840501E1,-8.003510237E-1,-8.865140080E-1,8.847071648E0
9.084342745E1,-1.163112998E0,-1.375638008E0,1.107340240E1
9.084844985E1,-9.507009983E-1,-1.205335975E0,1.065117073E1
9.085347214E1,-7.464140058E-1,-1.151046038E0,1.072066879E1
9.085849446E1,-8.120059967E-1,-1.231567025E0,1.113298893E1
9.086351677E1,-2.155699953E-2,-4.732179940E-1,8.648592949E0
9.086853908E1,-3.154639900E-1,-8.910189867E-1,9.836201668E0
9.087356142E1,8.357840180E-1,4.701099917E-2,5.964797974E0
9.087858376E1,3.772270083E-1,-3.536950052E-1,7.251362801E0
9.088360606E1,1.372689009E0,4.127419889E-1,3.846570969E0
9.088862837E1,1.063024998E0,4.007299989E-2,4.823903084E0
9.089365081E1,1.809543967E0,5.753089786E-1,2.269650936E0
9.089867322E1,1.398568988E0,2.958399951E-1,3.044116020E0
9.090369551E1,1.882565022E0,5.499950051E-1,1.083199978E0
9.090871783E1,1.729392052E0,3.806470037E-1,1.609997034E0
9.091374012E1,1.724138975E0,3.773970008E-1,6.126430035E-1
9.091876243E1,1.481598020E0,3.817540109E-1,7.529510260E-1
9.092378474E1,1.539651036E0,1.360989958E-1,6.072210073E-1
9.092880705E1,1.514387012E0,1.755910069E-1,6.065570116E-1
9.093382940E1,9.772980213E-1,-1.870000036E-3,8.065900207E-1
9.093885174E1,1.218749046E0,3.085500002E-2,7.113320231E-1
9.094387404E1,2.791340053E-1,-9.578599781E-2,7.353690267E-1
9.094889636E1,6.412450075E-1,-4.525199905E-2,8.265410066E-1
9.095391880E1,-2.333340049E-1,-6.244599819E-2,4.611540139E-1
9.095894121E1,1.070920005E-1,-8.490999788E-2,5.883359909E-1
9.096396350E1,-4.026229978E-1,-5.150000216E-4,-1.429239959E-1
9.096898582E1,-1.699859947E-1,-4.748199880E-2,1.589539945E-1
9.097400817E1,-3.318850100E-1,4.458799958E-2,-8.175669909E-1
9.097903051E1,-2.236620039E-1,-4.379300028E-2,-4.558779895E-1
9.098405282E1,-3.228409886E-1,1.142890006E-1,-1.519827008E0
9.098907513E1,-2.089630067E-1,1.229999959E-2,-1.230772972E0
9.099409743E1,-3.383960128E-1,1.493930072E-1,-2.364958048E0
9.099911974E1,-2.056429982E-1,4.024399817E-2,-1.885256052E0
9.100414218E1,-4.378559887E-1,1.632370055E-1,-3.223926067E0
9.100916458E1,-2.627669871E-1,8.147399873E-2,-2.800774097E0
9.101418687E1,-4.694879949E-1,7.114700228E-2,-3.932446957E0
9.101920920E1,-3.075569868E-1,1.613100059E-2,-3.630238056E0
9.102423152E1,-4.809370041E-1,-8.759999764E-4,-4.382635117E0
9.102925383E1,-3.273560107E-1,-8.378700167E-2,-4.150673866E0
9.103427620E1,-3.076550066E-1,-1.034559980E-1,-4.896969795E0
9.103929854E1,-1.904529929E-1,-1.686329991E-1,-4.646004200E0
9.104432084E1,-3.319579959E-1,-1.820839942E-1,-5.376122952E0
9.104934315E1,-8.297599852E-2,-2.391380072E-1,-5.117630959E0
9.105436559E1,-3.711270094E-1,-2.813239992E-1,-5.795145988E0
9.105938799E1,-8.723500371E-2,-3.084259927E-1,-5.577345848E0
9.106441028E1,-1.591410041E-1,-4.366329908E-1,-6.027370930E0
9.106943261E1,3.633499891E-2,-4.589990079E-1,-5.870268822E0
9.107445490E1,1.650619954E-1,-4.858649969E-1,-6.258831978E0
9.107947721E1,2.874369919E-1,-5.521780252E-1,-6.127247810E0
9.108449958E1,4.979439974E-1,-5.139830112E-1,-6.707416058E0
9.108952191E1,5.828430057E-1,-6.144539714E-1,-6.390760899E0
9.109454422E1,7.229480147E-1,-4.880039990E-1,-6.948925972E0
9.109956653E1,7.724390030E-1,-6.873779893E-1,-6.791748047E0
9.110458884E1,8.712180257E-1,-4.558990002E-1,-7.440669060E0
9.110961115E1,1.006283045E0,-7.876809835E-1,-7.138504028E0
9.111463358E1,1.011783004E0,-6.629930139E-1,-7.569302082E0
9.111965599E1,1.156622052E0,-9.471910000E-1,-7.490100861E0
9.112467828E1,1.135962963E0,-1.105312943E0,-7.131566048E0
9.112970060E1,1.253412962E0,-1.284186959E0,-7.274406910E0
9.113472291E1,1.143190980E0,-1.277380943E0,-6.672083855E0
9.113974522E1,1.254928946E0,-1.479516029E0,-6.815293789E0
9.114476757E1,1.332648039E0,-1.488903046E0,-6.277872086E0
9.114978991E1,1.293751001E0,-1.615159988E0,-6.365825176E0
9.115481220E1,1.556610942E0,-1.337913036E0,-6.255150795E0
9.115983452E1,1.364637971E0,-1.647575974E0,-6.172996998E0
9.116485696E1,1.869845033E0,-1.294098973E0,-6.221887112E0
9.116987936E1,1.524250031E0,-1.645722032E0,-6.204485893E0
9.117490165E1,2.339055061E0,-1.445551038E0,-5.702758789E0
9.117992398E1,1.658787966E0,-1.644040942E0,-6.000143051E0
9.118494635E1,2.072633982E0,-1.699200034E0,-4.428715229E0
9.118996869E1,1.821205974E0,-1.629124999E0,-5.244552135E0
9.119499097E1,1.121008992E0,-2.117809057E0,-2.592875957E0
9.120001329E1,1.225404978E0,-1.674769044E0,-3.637351036E0
9.120503559E1,3.310149908E-1,-2.137192011E0,-5.062839985E-1
9.121005790E1,4.898599982E-1,-1.732825994E0,-1.802703977E0
9.121508034E1,-2.074239999E-1,-2.095665932E0,1.791383982E0
9.122010275E1,-2.982600033E-2,-1.577839971E0,4.882929921E-1
9.122512502E1,-5.407879949E-1,-1.921471953E0,3.792033911E0
9.123014735E1,-3.932229877E-1,-1.491762996E0,2.724730015E0
9.123516968E1,-5.716260076E-1,-1.649148941E0,5.510023117E0
9.124019199E1,-5.751280189E-1,-1.284028053E0,4.635581017E0
9.124521435E1,-5.135160089E-1,-1.263497949E0,6.800653934E0
9.125023668E1,-5.041360259E-1,-1.035336971E0,6.124832153E0
9.125525899E1,-6.279820204E-1,-9.452239871E-1,7.562640190E0
9.126028130E1,-5.147770047E-1,-7.756909728E-1,7.240538120E0
9.126530361E1,-4.142319858E-1,-5.181069970E-1,7.795909882E0
9.127032592E1,-5.319010019E-1,-5.446919799E-1,7.764978886E0
9.127534820E1,-9.355299920E-2,3.813200071E-2,7.314549923E0
9.128037051E1,-2.615639865E-1,-1.269019991E-1,7.636266232E0
9.128539295E1,1.964350045E-1,5.693330169E-1,6.189237118E0
9.129041536E1,1.084320024E-1,2.883140147E-1,6.825702190E0
9.129543764E1,1.650830060E-1,9.543499947E-1,5.055529118E0
9.130045997E1,1.393370032E-1,7.832739949E-1,5.501285076E0
9.130548232E1,3.439649940E-1,1.045019984E0,4.971591949E0
9.131050466E1,1.906830072E-1,1.011652946E0,4.953659058E0
9.131552695E1,4.747639894E-1,6.966779828E-1,5.787662983E0
9.132054927E1,3.162479997E-1,9.934409857E-1,5.187743187E0
9.132557158E1,8.110049963E-1,-1.507010013E-1,7.715510845E0
9.133059389E1,5.179449916E-1,4.718619883E-1,6.628028870E0
9.133561633E1,6.608099937E-1,-1.257212996E0,9.800029755E0
9.134063874E1,6.318870187E-1,-4.472250044E-1,8.773243904E0
9.134566103E1,-2.609030008E-1,-2.136984110E0,1.110302830E1
9.135068335E1,1.849180013E-1,-1.479239941E0,1.058136177E1
9.135570567E1,-1.341398001E0,-2.339135885E0,1.127633953E1
9.136072798E1,-8.157899976E-1,-2.082556009E0,1.137640095E1
9.136575033E1,-1.536553025E0,-2.023727894E0,9.940864563E0
9.137077267E1,-1.437901974E0,-2.108831882E0,1.076297474E1
9.137579498E1,-8.306009769E-1,-1.573066950E0,8.050433159E0
9.138081729E1,-1.159947991E0,-1.783663988E0,8.973299026E0
9.138583973E1,-1.628029943E-1,-1.192456961E0,6.261570930E0
9.139086214E1,-4.152350128E-1,-1.439283967E0,7.215362072E0
9.139588443E1,4.176799953E-2,-8.279560208E-1,4.352952003E0
9.140090676E1,-2.100999933E-3,-1.145159006E0,5.290997028E0
9.140592906E1,-4.664099962E-2,-5.219179988E-1,2.844269037E0
9.141095137E1,-2.106299996E-2,-7.116199732E-1,3.502171040E0
9.141597373E1,-2.278000116E-3,-3.590619862E-1,1.670668006E0
9.142099607E1,-1.289259940E-1,-5.257200003E-1,2.230964899E0
9.142601840E1,3.072189987E-1,-3.174639940E-1,9.437810183E-1
9.143104072E1,2.473299950E-2,-3.895629942E-1,1.222427964E0
9.143606301E1,4.858080149E-1,-4.034489989E-1,5.968449712E-1
9.144108532E1,3.038359880E-1,-3.963260055E-1,7.692959905E-1
9.144610776E1,2.898679972E-1,-3.408620059E-1,1.688289940E-1
9.145113016E1,2.737669945E-1,-4.177730083E-1,3.851479888E-1
9.145615246E1,1.208989993E-1,-3.445140123E-1,-2.242890000E-1
9.146117479E1,1.152020022E-1,-3.431670070E-1,-3.434599936E-2
9.146619714E1,-4.697899893E-2,-2.760330141E-1,-6.514390111E-1
9.147121948E1,2.681699954E-2,-3.164789975E-1,-4.096469879E-1
9.147624178E1,-1.183869988E-1,-2.198950052E-1,-1.190193057E0
9.148126409E1,-6.637199968E-2,-2.500869930E-1,-9.178829789E-1
9.148628640E1,-1.091409996E-1,-1.927769929E-1,-1.605646968E0
9.149130871E1,-4.964699969E-2,-2.348749936E-1,-1.393352032E0
9.149633115E1,-2.711130083E-1,-9.372700006E-2,-2.241559029E0
9.150135355E1,-1.191909984E-1,-1.572629958E-1,-1.926766038E0
9.150637585E1,-7.953099906E-2,-1.149239987E-1,-2.885210037E0
9.151139817E1,-1.823759973E-1,-1.523199975E-1,-2.557775974E0
9.151642049E1,-2.377520055E-1,8.831200004E-2,-3.616642952E0
9.152144283E1,6.823000032E-3,-1.005799994E-1,-3.253426075E0
9.152646513E1,-3.155300021E-1,1.314090043E-1,-4.309480190E0
9.153148745E1,-2.786639929E-1,5.189599842E-2,-3.940854073E0
9.153650974E1,-1.108869985E-1,2.161099948E-2,-4.871821880E0
9.154153205E1,-1.362340003E-1,-4.116800055E-2,-4.658050060E0
9.154655452E1,8.163200319E-2,1.316100061E-1,-5.243729115E0
9.155157693E1,-7.437000051E-3,-2.435100079E-2,-5.012115002E0
9.155659909E1,1.600220054E-1,1.166170016E-1,-5.692578793E0
9.156162132E1,8.850099891E-2,-7.053299993E-2,-5.473165989E0
9.156664379E1,1.488589942E-1,4.874200001E-2,-5.907588959E0
9.157166617E1,7.439699769E-2,-1.268569976E-1,-5.828571796E0
9.157668851E1,2.035479993E-1,-6.592000276E-2,-6.144715786E0
9.158171087E1,5.649000034E-2,-2.743330002E-1,-6.017936230E0
9.158673317E1,1.199380010E-1,-6.656199694E-2,-6.481283188E0
9.159175548E1,3.019900061E-2,-4.078319967E-1,-6.233664989E0
9.159677778E1,8.704000153E-3,-1.003919989E-1,-7.030025959E0
9.160180009E1,-8.104000241E-2,-5.179340243E-1,-6.746452808E0
9.160682253E1,-2.188960016E-1,-4.886440039E-1,-6.992553234E0
9.161184493E1,-2.222689986E-1,-7.579060197E-1,-6.929944992E0
9.161686720E1,-3.730730116E-1,-8.094469905E-1,-6.790105820E0
9.162188953E1,-3.546760082E-1,-1.119122982E0,-6.811811924E0
9.162691188E1,-4.586159885E-1,-1.319605947E0,-6.277924061E0
9.163193422E1,-4.155269861E-1,-1.408769965E0,-6.425913811E0
9.163695652E1,-6.940299869E-1,-1.608356953E0,-5.697857857E0
9.164197884E1,-5.164830089E-1,-1.673696041E0,-5.957292080E0
9.164700115E1,-7.016739845E-1,-1.813284993E0,-5.290455818E0
9.165202346E1,-6.444290280E-1,-1.770589948E0,-5.439705849E0
9.165704576E1,-5.029330254E-1,-1.860669017E0,-5.029981136E0
9.166206807E1,-5.218449831E-1,-1.872953057E0,-5.173191071E0
9.166709051E1,-4.146130085E-1,-1.811714053E0,-4.569305897E0
9.167211291E1,-4.056800008E-1,-1.774695039E0,-4.834277153E0
9.167713521E1,-3.445400000E-1,-1.820232987E0,-4.054035187E0
9.168215754E1,-3.545509875E-1,-1.685672998E0,-4.355107784E0
9.168717983E1,-4.194070101E-1,-1.760447025E0,-3.382098913E0
9.169220214E1,-3.455339968E-1,-1.633893013E0,-3.744566917E0
9.169722449E1,-3.557099998E-1,-1.637037992E0,-2.955495119E0
9.170224683E1,-3.812220097E-1,-1.507285953E0,-3.197525978E0
9.170726913E1,-2.368080020E-1,-1.671934962E0,-2.424168110E0
9.171229144E1,-3.268829882E-1,-1.422431946E0,-2.782535076E0
9.171731376E1,3.509999951E-3,-1.636845946E0,-1.708359003E0
9.172233607E1,-2.059810013E-1,-1.402925968E0,-2.145473957E0
9.172735851E1,4.881840050E-1,-1.727468014E0,-7.685769796E-1
9.173238091E1,3.099500015E-2,-1.339761019E0,-1.344846010E0
9.173740321E1,7.421500087E-1,-1.805179000E0,5.695220232E-1
9.174242554E1,4.592880011E-1,-1.398035049E0,-1.942159981E-1
9.174744788E1,4.856480062E-1,-1.794077992E0,2.055506945E0
9.175247023E1,4.105330110E-1,-1.392331958E0,1.258337975E0
9.175749253E1,7.693099976E-2,-1.617753029E0,3.808918953E0
9.176251484E1,1.540489942E-1,-1.373600960E0,2.935924053E0
9.176753716E1,-2.793929875E-1,-1.559512019E0,5.154531956E0
9.177255947E1,-1.317449957E-1,-1.203742027E0,4.521162033E0
9.177758192E1,-5.568829775E-1,-1.139356017E0,6.142110825E0
9.178260433E1,-3.888080120E-1,-1.149464965E0,5.669977188E0
9.178762662E1,-4.045639932E-1,-6.290159822E-1,6.353516102E0
9.179264895E1,-4.163179994E-1,-7.163649797E-1,6.423859119E0
9.179767128E1,-6.823299825E-2,-1.995719969E-1,5.730327129E0
9.180269362E1,-1.289239973E-1,-3.420140147E-1,6.030175209E0
9.180771592E1,4.039239883E-1,3.224299848E-2,5.152129173E0
9.181273824E1,2.064509988E-1,-9.748999961E-3,5.419556141E0
9.181776068E1,9.105299711E-1,2.660210133E-1,4.166062832E0
9.182278308E1,6.055700183E-1,1.402059942E-1,4.749148846E0
9.182780536E1,9.703710079E-1,5.789409876E-1,2.927351952E0
9.183282769E1,8.591470122E-1,4.320389926E-1,3.535445929E0
9.183785000E1,6.753489971E-1,3.403869867E-1,2.359885931E0
9.184287231E1,7.088500261E-1,4.882229865E-1,2.538153887E0
9.184789466E1,3.693319857E-1,-1.830659956E-1,3.148032904E0
9.185291700E1,3.778800070E-1,2.497619987E-1,2.572609901E0
9.185793929E1,1.570139974E-1,-9.012069702E-1,4.889392853E0
9.186296160E1,3.319439888E-1,-2.569339871E-1,3.962769985E0
9.186798393E1,-4.325389862E-1,-1.650985956E0,7.281859875E0
9.187300624E1,-2.731299959E-2,-9.115110040E-1,6.104072094E0
9.187802868E1,-8.860499859E-1,-1.975667000E0,8.502112389E0
9.188305108E1,-4.403870106E-1,-1.558660984E0,8.121170998E0
9.188807337E1,-1.265892029E0,-1.812788010E0,8.808480263E0
9.189309570E1,-8.122479916E-1,-1.727836967E0,8.775293350E0
9.189811800E1,-1.051481962E0,-1.398558974E0,8.199968338E0
9.190314031E1,-9.059579968E-1,-1.506026983E0,8.565650940E0
9.190816266E1,-2.729530036E-1,-9.748380184E-1,6.989782810E0
9.191318500E1,-5.652999878E-1,-1.167392969E0,7.695720196E0
9.191820730E1,4.443109930E-1,-4.291549921E-1,5.031929970E0
9.192322961E1,2.365220040E-1,-7.783409953E-1,6.064567089E0
9.192825192E1,4.388650060E-1,-2.463299967E-2,3.181225061E0
9.193327423E1,4.431079924E-1,-2.647520006E-1,4.040039062E0
9.193829666E1,5.266960263E-1,3.044629991E-1,1.877017975E0
9.194331906E1,3.038780093E-1,5.329199880E-2,2.449352026E0
9.194834135E1,9.116899967E-1,2.975639999E-1,1.582883000E0
9.195336368E1,6.041510105E-1,2.060749978E-1,1.587043047E0
9.195838601E1,9.714509845E-1,2.607010007E-1,1.690052986E0
9.196340835E1,8.730440140E-1,1.583299935E-1,1.616960049E0
9.196843066E1,7.447130084E-1,3.046129942E-1,1.549082994E0
9.197345297E1,7.992619872E-1,2.085260004E-1,1.637374043E0
9.197847527E1,4.276779890E-1,3.935579956E-1,1.211210012E0
9.198349758E1,6.182219982E-1,2.320529968E-1,1.426084042E0
9.198852002E1,3.498699889E-2,4.912010133E-1,6.773639917E-1
9.199354242E1,3.067690134E-1,3.293040097E-1,9.375150204E-1
9.199856471E1,-9.341800213E-2,5.276200175E-1,9.357099980E-2
9.200358704E1,3.508200124E-2,3.739059865E-1,3.992759883E-1
9.200860942E1,1.058799960E-2,6.726059914E-1,-3.706580102E-1
9.201363176E1,6.295300275E-2,4.194999933E-1,-1.570319980E-1
9.201865404E1,9.036099911E-2,7.891430259E-1,-1.327698946E0
9.202367635E1,1.762049943E-1,4.884429872E-1,-7.766900063E-1
9.202869866E1,1.547040045E-1,9.143980145E-1,-2.538688898E0
9.203372096E1,1.846140027E-1,5.656329989E-1,-1.914216995E0
9.203874342E1,1.337019950E-1,9.049389958E-1,-3.727286100E0
9.204376582E1,1.894479990E-1,5.850660205E-1,-3.138753891E0
9.204878811E1,1.929100044E-2,8.186169863E-1,-4.746332169E0
9.205381044E1,1.407669932E-1,4.093540013E-1,-4.210643768E0
9.205883276E1,-4.119899869E-2,5.320550203E-1,-5.432733059E0
9.206385507E1,6.350400299E-2,1.701409966E-1,-5.114854813E0
9.206887738E1,8.019100130E-2,4.777900130E-2,-5.736835003E0
9.207389968E1,7.776299864E-2,-1.903509945E-1,-5.533471107E0
9.207892203E1,2.642959952E-1,-3.507019877E-1,-6.215884209E0
9.208394437E1,2.088160068E-1,-6.691570282E-1,-5.839007854E0
9.208896668E1,2.660349905E-1,-7.447180152E-1,-6.713506222E0
9.209398900E1,2.329089940E-1,-1.038648963E0,-6.376420975E0
9.209901141E1,2.028470039E-1,-1.242421985E0,-6.726638794E0
9.210403382E1,3.091050088E-1,-1.537253022E0,-6.549452782E0
9.210905611E1,-9.022600204E-2,-1.827739000E0,-6.525986195E0
9.211407843E1,1.710070074E-1,-1.948050976E0,-6.497159958E0
9.211910073E1,-3.620690107E-1,-2.255464077E0,-6.099287033E0
9.212412304E1,7.609300315E-2,-2.334481955E0,-6.272078991E0
9.212914539E1,-4.122380018E-1,-2.510529041E0,-5.562720776E0
9.213416773E1,-3.592999885E-3,-2.483464956E0,-5.756437778E0
9.213919002E1,-1.993799955E-1,-2.622577906E0,-5.053115845E0
9.214421233E1,1.107970029E-1,-2.564277887E0,-5.259918213E0
9.214923464E1,3.041209877E-1,-2.522919893E0,-4.684473038E0
